SMILEScurated,Solubility
[O-][N+](=O)C1=CC=C(F)C(=C1)[N+]([O-])=O,-2.6677
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC[NH3+],-1.6695
[NH3+]C(CC1=CN=CN1)C([O-])=O,-0.5314
NC1=NC(=O)NC=C1,-1.1426
CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C,-5.2926
CC(O)C([O-])=O,0.9505
COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,-6.5386
OC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,-2.7785
NC1=C2NC=NC2=NC=N1,-2.1179
NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,-3.5913
CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,-3.2859
C,-2.8629
C#N,1.5682
CC#C,-1.0417
CC[NH3+],1.346
ON=C,0.5768
C1CO1,1.356
BrC(Br)Br,-1.9113
CC(C)I,-2.0843
CC(C)[NH3+],1.2283
IC(I)I,-3.5952
CC1C[NH2+]1,1.2434
C[As](C)([O-])=O,1.1612
CC(C)(O)C#N,1.07
FC(F)(F)CCl,-1.1098
[O-]C(=O)C(Br)(Br)Br,-0.1713
CC(=O)C(C)(C)C,-0.7219
CC(Cl)(Cl)C([O-])=O,0.5455
CC(O)C(Cl)(Cl)Cl,-0.7574
[O-]C(=O)C(F)(F)Cl,0.8845
FC(F)(Cl)C(Cl)(Cl)Cl,-3.3093
FC(Cl)(Cl)C(F)(Cl)Cl,-3.2301
CC1(C)C2CCC1(C)C(=O)C2,-1.9784
OC1(C(=O)NC(=O)[N-]C1=O)C1(O)C(=O)NC(=O)[N-]C1=O,-1.9942
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,-4.3158
CC(C)(CO)[N+]([O-])=O,1.4681
CC(Cl)C(Cl)(Cl)C(O)O,-0.8666
ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-6.3168
COC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CC[NH+]3C,-1.522
CCOC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CC[NH+]3C,-2.079
CC1=CC(=CC=C1N)C(O)(C1=CC=C(N)C=C1)C1=CC=C(N)C=C1,-3.0272
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-2.2596
CC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,-2.4581
OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,-2.9008
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,-2.1193
NS(=O)(=O)C1=CC(=CC=C1Cl)C1(O)NC(=O)C2=CC=CC=C12,-3.4507
CC(CO)(CO)[N+]([O-])=O,0.7724
CCC(C)(O)CC,-0.38
CCOP(=O)(C#N)N(C)C,-0.2186
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-4.9058
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-0.6285
CCC(CO)(CO)CO,0.8723
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-3.8664
CCC(C)(CC)OC(N)=O,-1.5599
CC1=CC=C(OP(=O)(OC2=CC=C(C)C=C2)OC2=CC=C(C)C=C2)C=C1,-6.0892
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-2.9384
CCCCOP(=O)(CCCC)OCCCC,-2.6995
COP(=S)(OC)SCC1=NC(N)=NC(N)=N1,-3.069
CC(C)=CCCC(C)(O)C=C,-1.9871
BrCC(Br)Br,-2.7272
CC(Br)CBr,-2.1498
CC(C)C[NH3+],1.1359
ClCC(Cl)=C,-1.7128
CC(=O)CCl,-0.012
CC(O)C[NH3+],1.1243
CCC(Cl)Cl,-1.6217
[O-]C(=O)CBr,1.1002
CC(=O)OO,1.1189
[O-]C(=O)C(Cl)Cl,0.8896
CC(C)(CO)C(O)C(=O)NCCC([O-])=O,0.6591
CC1(C)OC(=O)CC1C([O-])=O,-1.2449
CC(C)C1=NN=C([N-]S(=O)(=O)C2=CC=C(N)C=C2)S1,-3.4141
CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,-5.7692
CCC(C)(C)C1=CC=C(O)C=C1,-2.9902
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-3.8202
CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,-2.0394
CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-5.1901
CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.3682
OC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,-4.6024
CC(=O)CC(C1=CC=C(Cl)C=C1)C1=C([O-])C2=CC=CC=C2OC1=O,-5.836
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C1=CC=CC=C1C([O-])=O,-3.2626
CC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1N,-5.8541
[O-]S(=O)(=O)C1=CC=CC2=C1C(=O)C1=C(C=CC=C1C2=O)S([O-])(=O)=O,1.2572
CN1CC[NH+](CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,-2.4255
CC(C)(C)C(=O)[C-]1C(=O)C2=CC=CC=C2C1=O,-4.107
CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,-3.4942
CC(CCC([O-])=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.9544
CN1C=CC(=O)C2=CC=CC=C12,-0.9818
COC1=CC2=C(C=C1OC)C1C(CO2)OC2=C3CC(OC3=CC=C2C1=O)C(C)=C,-6.2949
[O-]P([O-])(=O)OC1C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)C1OP([O-])([O-])=O,0.1804
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)[N-]C(=O)C1=N2,-3.6478
C1=CC=C(C=C1)C1=CC=CC=C1C1=CC=CC=C1,-5.2692
COC1=CC2=C(C=CN=C2C=C1)C(=O)C1CC2CC[NH+]1CC2C=C,-5.0313
OC1=CC=C2C(=O)C3=CC([O-])=CC=C3C(=O)C2=C1,-5.8892
O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,-6.5891
CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCC,-9.3076
COC1=C2C=CC(=O)OC2=CC2=C1C=CC(C)(C)O2,-3.81
CN1C2=C([N-]C(Cl)=N2)C(=O)N(C)C1=O,-1.5075
[O-]C(=O)C1=CC=CC=C1C(=O)C1=CC=C(Cl)C=C1,-2.7171
CC1=CC=CC(NC(=O)C2=CC=CC=C2C([O-])=O)=C1,-2.407
NC1=CC=C(C2=CC(=CC=C12)S([O-])(=O)=O)S([O-])(=O)=O,-0.2592
NC1=CC=C(C2=CC=C(C=C12)S([O-])(=O)=O)S([O-])(=O)=O,-1.643
N#CC(C1=CC=CC=C1)C1=CC=CC=C1,-2.9437
[O-]C(=O)C1=CC=CC2=CC=CN=C12,-1.7447
COC1=CC(C=O)=CC(OC)=C1OC,-2.1195
CC(C)CCOC(=O)C1=CC=CC=C1O,-3.1572
OCCOC(=O)C1=CC=CC=C1O,-1.1567
CC(=O)NC(CC1=CNC2=CC=CC=C12)C([O-])=O,-2.3122
ClC1=C2NC=NC2=NC=N1,-1.4901
CN(C)C(=O)OC1=CC(C)=NN1C1=CC=CC=C1,-2.0886
CC1=CC=CC(Cl)=C1O,-0.7739
OC1=CC=CC(O)=C1O,0.6043
BrC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,-9.5374
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-1.2871
[O-]C1=C(Cl)C=C(Cl)C=C1Cl,-2.3924
CC(=O)C1=CC=CS1,-0.9549
[O-]C1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,-1.6172
CCC(C)C1=CC(=CC(=C1[O-])[N+]([O-])=O)[N+]([O-])=O,-3.6646
NC(=O)C1=CC=CC=C1C(N)=O,-2.4371
[O-]C(=O)CC1=CC=CC=C1C([O-])=O,-1.0515
NC1=CC=C(Cl)C=C1[N+]([O-])=O,-2.538
[O-]C1=CC=C(Cl)C=C1[N+]([O-])=O,-3.0902
OCC(O)C(O)C1OC(=O)C(O)C1O,0.3348
CC(C)C1=CC(Cl)=C(C)C=C1O,-2.2664
BrC1=CC=CC2=CC=CC=C12,-4.3468
C1CC[NH+]2CC3CC(C[NH+]4CCCCC34)C2C1,-1.8871
COC(=CC([O-])=O)C(=O)C(C)=C,-0.9299
OCC1OC(=O)C(O)C(O)C1O,0.5201
CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,-2.8267
C1=CC2=NC=CN=C2C=C1,0.7051
NC1=CC2=CC=CC=C2C=C1,-2.8795
C[NH+](C)CCN(CC1=CC=CS1)C1=CC=CC=N1,-2.6383
OC1=CC=C(C=C1O)C1=CC=CC=C1,-2.0659
C1=CC=C(C=C1)C1=CC(=CC=C1)C1=CC=CC=C1,-5.183
CN(C)C1=CC=C2N=C3C=C(C)C(N)=CC3=[S+]C2=C1,-0.9034
OC1=CC2=CC=CC=C2C=C1O,-2.7377
CCN(CCO)C1=CC=CC=C1,-1.9171
NC1=CC2=[NH+]C3=CC(N)=CC=C3C=C2C=C1,0.3783
CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,-3.3104
[O-][N+](=O)C1=CC=C(C=C1)C1=CC=CC=C1,-5.2094
COC1=CC=C(OC)C(C=O)=C1,-2.3202
[O-]C(=O)C1=NC2=CC=CC=C2C=C1,-1.0911
CC1=CC2=NC(C)=CC=C2C=C1,-1.9424
ClCC(=O)N(CC=C)CC=C,-0.9452
[O-]C(=O)CCCOC1=CC(Cl)=C(Cl)C=C1Cl,-3.8294
CC(O)=CC(=O)C1=CC=CC=C1,-2.6268
O=C(OC(=O)C1=CC=CC=C1)C1=CC=CC=C1,-4.3546
CC(C)OC(=O)COC1=CC=C(Cl)C=C1Cl,-3.848
CC(C)COC(=O)C1=CC=C(N)C=C1,-2.9437
CCOC1=CC=C(C=C1)C(=O)OCC[NH+](CC)CC,-2.7145
C[N+]1=CC=CC=C1C=NO,-0.7405
CCCCOC(=O)COC1=CC=C(Cl)C=C1Cl,-3.78
CC1=CC(Cl)=CC=C1OCCCC([O-])=O,-3.678
ClC1=CC=C(OCCOC(=O)C2=CC=CC=C2)C(Cl)=C1,-3.8118
CCCC(O)C(CC)CO,-0.5418
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-3.2386
CC(=NO)C(C)=NO,-2.2868
CC1=CC=C(N)C=C1C,-1.5036
OC1=CC=C(Cl)C(Cl)=C1,-1.2458
CCOC(=O)C(=O)OCC,-0.6085
OCC(Br)CBr,-0.6222
ClCC(Cl)CCl,-1.9255
CCC([NH3+])CO,1.0499
OCC(O)CCl,0.9565
CCC(C)=NO,0.0599
CC1CCCO1,0.2069
CC(OP(C)(F)=O)C(C)(C)C,-0.9383
CC(C)[NH+](CCO)C(C)C,-1.0829
CC(C)C(NC(C)=O)C([O-])=O,-0.3599
OC1=C(Cl)C=C(Cl)C=C1SC1=CC(Cl)=CC(Cl)=C1[O-],-4.9495
CCCC(C)C([O-])=O,-0.889
CCOC(=O)C(C)O,0.9276
CC(C)COC(=O)C(C)C,-2.159
OCC1=CC=CO1,1.0083
CC(C)(C)C1=CC=C(O)C(O)=C1,-1.9197
CC1=CCC(CC1)C(C)(C)O,-2.337
ClS(=O)(=O)C1=CC=C(I)C=C1,-4.2686
CC(O)C1=CC=CC=C1,-1.7969
ClC(Cl)C1=CC=CC=C1,-2.809
[O-]C(=O)C1=CC=CC=N1,0.892
OCC1=CC=CC=C1OC1OC(COC(=O)C2=CC=CC=C2)C(O)C(O)C1O,-2.8925
COC(=O)C1=CC(O)=C(O)C(O)=C1,-1.2399
NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,-4.4709
[O-]C(=O)C1=CC(=O)C=C(O1)C([O-])=O,-1.1097
CC(=C)C1CC=C(C)C(=O)C1,-2.0628
CCC(C)C1=CC=C(O)C=C1,-2.1945
CC(C)C1=CCC(C)=CC1,-4.1958
[O-]C(=O)C1=CC=C(C=C1)C([O-])=O,-4.0444
CC[NH+](CC)CCO,0.9311
N#CC1=CC=NC=C1,-0.4154
N#CC1=CC=CN=C1,0.1128
OCC1CCCCO1,0.9349
CC[NH+]1CCOCC1,0.9386
CC(OC1=CC=CC(Cl)=C1)C([O-])=O,-2.2232
C[NH+]1C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1,-1.91
OC1=CC=C(CC2=CC=CC=C2)C=C1,-3.4009
O=C(NC1=CC=CC=C1)NC1=CC=CC=C1,-3.1508
CCC1=CC(CC)=CC(CC)=C1,-7.0641
CCN(CC)C[NH+](CC)CC,-0.1995
CC(O)CN(CC[NH+](CC(C)O)CC(C)O)CC(C)O,0.534
C=CC[NH+](CC=C)CC=C,-1.7395
CCCC[NH+](CCCC)CCCC,-3.1157
BrCCC1=CC=CC=C1,-3.6757
C[NH2+]CC1=CC=CC=C1,0.9166
CC(=O)NC1=CC=C(C)C=C1,-2.0946
CC(=O)NC1=CC=C(C=NNC(N)=S)C=C1,-3.429
CC1=CC=C(C=C1)S([O-])(=O)=O,0.5564
CCOCCOC(=O)C=CC1=CC=C(OC)C=C1,-2.6995
OCC(O)COC1=CC=C(Cl)C=C1,-1.3067
CCCCCCCCCCC1=CC=CC=C1,-7.959
OCC1CCC(CO)O1,0.8789
CCCC(O)C#C,-0.4121
CCOC(=O)CCl,-0.8005
COC(=O)CC(C)=O,0.6341
CCC(C)OC(C)=O,-1.2727
CCCC(=O)OCCOC(=O)CCC,-2.6069
COCCOC(=O)CCCCC(=O)OCCOC,-1.2665
CCCCCCC(=O)OCC,-2.7369
CCCCCCCC(=O)OCC,-3.3907
OC1=CC=C(O)C=C1,-1.7305
CCCCC(=O)CC,-1.4242
O=C1CNC(=O)CN1,-0.8312
CC(O)COC(C)CO,0.8723
CCCCCC(=O)CC,-1.693
COC(=O)CCCCCCCCC(=O)OC,-3.2831
BrCC#C,-0.9022
CCC#C,-1.2753
CCCS,-1.6021
ClCCBr,-1.3177
ClCC=C,-1.3562
[NH3+]CC=C,1.2434
NCC[NH3+],1.2211
OCC=C,1.236
OCCO,1.2071
O=CC=O,1.2363
[NH3+]CCS([O-])(=O)=O,-0.1906
OCCS([O-])(=O)=O,0.8992
CC(O)CC(C)(C)O,0.9275
CC(C)OP(C)(F)=O,0.8536
CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.5373
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-6.8424
NC(=O)OCC(Cl)(Cl)Cl,-1.2843
COC(C)(C)CC(C)=O,0.3326
CC(C)CCBr,-2.886
CC(O)CCO,1.0452
CC(O)CC=O,1.055
NC(=O)CC#N,0.1893
CCCC([O-])=O,-0.1669
C[NH2+]CC([O-])=O,0.5273
C[NH+](C)CCO,1.0499
CC(C)CC(C)C,-4.2605
CC(C)CC(C)O,-0.7945
CC(=O)OC(C)=O,0.0702
C=C1OC(=O)C=C1,-0.9827
CCOP(=O)(OCC)OC1=NNC(C)=C1,-2.3696
CC1=CC=CC(Cl)=C1,-3.5228
CC1OC(C)OC(C)OC(C)O1,-2.8997
CCOC(=O)CC(C)C,-1.8135
CC1=CC(C)=[NH+]C(C)=C1,-0.5394
CC(C)CC(C)OC(C)=O,-2.0451
CC1=CC=NC=C1,1.0309
[S-]C1=CC=CC=C1,-2.1204
CC1=CC=CN=C1,1.0309
C[NH+]1CCOCC1,0.995
CC1C[NH2+]CCN1,0.6378
CC1=CN=CC=N1,1.0263
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.8955
CCOCCOC(=O)CCCCC(=O)OCCOCC,-2.065
CCC#CC(C)O,-0.4121
CC(C)COC=C,-1.5236
BrCCCBr,-2.0747
CCC=CC,-2.5384
CCCC[NH3+],1.1359
OCCC#N,1.1483
CCCCS,-2.1792
[NH3+]NCCO,1.1186
COCCO,1.1186
CC(C)COC(C)=O,-1.2657
CC(C)=NNC(N)=O,-0.2674
CCCCCCCCCC(=O)OCC,-4.1006
CCOC(=O)CCCCCCCCC(=O)OCC,-3.5091
CC(C)CCOC=O,-1.5206
COCCOC(C)=O,0.9276
ClCCCCCl,-0.92
ClCC=CCCl,-2.1675
CCCCC[NH3+],1.0597
CCCCCS,-2.8248
ClCCOC=C,-2.3951
CCOCCO,1.0452
C1C[NH2+]CCN1,1.0648
C1COCC[NH2+]1,1.0599
CCC(C)[NH2+]C(C)CC,-1.769
[O-]C(=O)COCC([O-])=O,0.4927
CCCCCCC([O-])=O,-1.6646
CCOCCOC(C)=O,0.2716
[O-]C(=O)CCCCCCCCC([O-])=O,-2.3059
[O-][N+](=O)OCCOCCOCCO[N+]([O-])=O,-1.561
[NH3+]CC[NH2+]CC[NH3+],0.9864
COCCOCCO,0.9203
CCCCCCCCC,-5.7657
CCOCCOCCO,0.8723
ClCCOCOCCCl,-1.3461
CCCCOCCOC(C)=O,-1.2504
ClCCOCCOCCCl,-0.9955
CCCCOCCOCCO,0.7899
COCCOCCOCCO,0.7846
CCOCCOCCOCC,0.7899
CCOCCOCCOCCO,0.749
CCCCCCOCCOCCO,-1.049
CCCCCCCCCCCCCCCCCCCC,-8.1724
CNC(=O)OC1=CC=CC=C1OC(C)C,-2.0512
CN(C)P(F)(=O)N(C)C,0.8121
[O-]C(=O)C1C(C([O-])=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,-2.0457
CC([NH3+])(CO)CO,0.9782
CCC(CC)(CO)CO,0.1798
CCCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-6.4131
COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-2.1209
ClCCOP(=O)(OCCCl)OCCCl,-1.6105
CCNC(=O)CSP(=S)(OC)OC,-1.4567
CNC(=O)ON=CC(C)(C)SC,-1.4991
CC(=O)CO,1.1303
COC(C)=C,1.142
FC(F)=C(F)F,-2.8001
CC1(C)N(CO)C(=O)NC1=O,0.8009
ClC1=CC=C(C=C1)S(=O)(=O)C1=CC(Cl)=C(Cl)C=C1Cl,-6.6594
NC1=CC=C(O)C2=C1C(=O)C1=CC=CC=C1C2=O,-3.824
[O-]S(=O)(=O)C1=CC=CC2=C1C(=O)C1=C(C2=O)C(=CC=C1)S([O-])(=O)=O,0.2572
NC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1,-6.1366
COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC,-1.5213
CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,-7.2493
COC1=CC=C2C(OC(=O)C2=C1OC)C1N(C)CCC2=CC3=C(OCO3)C=C12,-4.1065
CCNC1=CC=CC2=CC=CC=C12,-3.1922
CC1(C)N(Cl)C(=O)N(Cl)C1=O,-2.5955
[O-][N+](=O)C1=CC=C(Cl)C=C1C(F)(F)F,-3.3533
CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C1=CC=CC=C1,-3.5319
OC1=CC=C(NC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C=C1,-5.444
OC1=CC(=CC2=CC=C(NC3=CC=CC=C3)C=C12)S([O-])(=O)=O,-1.9763
CC(C)N1N=C(C)C=C1OC(=O)N(C)C,0.6752
CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,-7.2311
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,0.0985
OC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,-3.4886
CNC1=CC=CC=C1C([O-])=O,-2.8784
CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,-2.213
COC1=CC=C(C=O)C=C1OC,-1.4199
CCOC1=CC=C(C=O)C=C1OC,-2.1913
OC1=CC=C(Cl)C=C1CC1=CC=CC=C1,-3.1666
N1C=NC2=NC=NC=C12,0.6194
S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1,-4.5218
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=CC=C)=C2C)C1(C)C,-6.2155
COC(=O)C(C)=CC1C(C(=O)OC2CC(=O)C(CC=CC=C)=C2C)C1(C)C,-4.6168
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,-1.7827
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,-3.5706
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.8477
N(NC1=CC=CC=C1)C1=CC=CC=C1,-2.921
OCCNC1=CC=CC=C1,-0.4745
[O-]C(=O)CCC(=O)OOC(=O)CCC([O-])=O,-0.8471
CCCCCCCCC(=O)OCC,-3.8007
CC(C)=CCCC(=C)C=C,-4.3861
CC(=O)CC(C)(C)O,0.9349
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,-5.6768
CC(O)C[NH2+]CC[NH3+],0.9275
CC(C)CCOC(C)=O,-1.8135
[O-]C(=O)CSCC([O-])=O,0.4255
CCCCCCCC=O,-2.3598
CCCCOCCOCCOC(C)=O,-0.8188
CCCCCCCCCC,-6.4372
CCCCCCCCCCCC[NH3+],-3.3759
C[As](O)([O-])=O,0.2622
OC[P+](CO)(CO)CO,0.322
CC(C)([NH3+])CO,1.0499
FC(F)(Br)C(F)(F)Br,-4.9376
CC1(C)C(CCC1(C)C([O-])=O)C([O-])=O,-1.4207
CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC33C(=O)OC2C13C,-2.1672
CC(=O)OCC1OC(COC(C)=O)(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC(C)=O,-2.8726
NC(=O)OC1(CCCCC1)C#C,-1.8253
OCC(CO)(CO)COCC(CO)(CO)CO,-1.9582
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,-4.9405
CCOP(=O)(OCC)SCCSCC,-2.1112
CC1(C)CC(=O)CC(=O)C1,-1.5276
CCCC1OC1(CC)C(N)=O,-1.1745
NC(=O)NO,1.1189
OC(=C)C([O-])=O,1.0552
CN1C(=O)OC(C)(C)C1=O,-0.4568
NC1=CC=C(C=C1)S(=O)(=O)[N-]C(=O)C1=CC=CC=C1,-2.9501
CC(O)C([O-])=O,-0.4702
BrN1C(=O)CCC1=O,-1.0831
ClN1C(=O)CCC1=O,-0.9702
CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.2929
COC1=CC=C2C(OC(=O)C2=C1OC)C1[NH+](C)CCC2=CC3=C(OCO3)C(OC)=C12,-3.1393
OC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,-4.4213
[O-]C(=O)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-1.0977
OC1=CC=C(Cl)C2=CC=CN=C12,-3.9756
[O-]C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C1CCCCC1,-4.2492
[O-]C(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1,-3.1926
[O-]C(=O)C1=CC=CC=C1C(=O)NC1=CC=CC2=CC=CC=C12,-3.1633
OC1=CC2=CC=CC=C2C(O)=C1,-1.9493
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,-4.7704
ClC(Cl)(Cl)SN1C(=O)C2=CC=CC=C2C1=O,-5.569
[O-]C(=O)CCCC1=CNC2=CC=CC=C12,-2.9101
CC1=CC(O)=C(Cl)C(C)=C1Cl,-2.9801
OC1=C(I)C=C(I)C=C1C([O-])=O,-3.307
CC(=O)OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,-4.1077
NC1=CC=C(C=C1)C1=CC=C(Cl)C=C1,-4.6383
N(N=NC1=CC=CC=C1)C1=CC=CC=C1,-2.596
CCOC1=CC=C(C=C1N)[N+]([O-])=O,-3.2113
CC1=CC(C)=C(N)C=C1C,-1.9549
[NH3+]C(CCC([O-])=O)C([O-])=O,0.3159
CCCCOC(=O)C(C)O,-0.5629
NNC1=CC=CC(=C1)S([O-])(=O)=O,-0.8275
NS(=O)(=O)C1=CC=C(C[NH3+])C=C1,0.321
OCC1OC(OC2=CC=CC=C2CO)C(O)C(O)C1O,-0.8547
[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,-0.5101
OC1=CC=C(C=O)C=C1O,-1.3402
[NH3+]C(CC1=CC=CS1)C([O-])=O,-0.8356
CC[NH+](CCO)CCO,0.8755
[O-][N+](=O)C1=CC=C(O1)C=NN1CC(CN2CCOCC2)OC1=O,-2.6359
CCNC(=O)NC1=NC=C(S1)[N+]([O-])=O,-2.8578
C(C[NH2+]CC1=CC=CC=C1)NCC1=CC=CC=C1,-1.7865
CN(C)C1=CC=C(C=C1)N=NS([O-])(=O)=O,-1.0991
COC1=CC=C(CC=C)C=C1,-2.9209
[O-]C(=O)CCC1CCCC1,-1.7691
CCCCOC(=O)CCC(=O)OCCCC,-3.0006
CCOC(=O)C=CC(=O)OCC,-1.0899
CCOC(=O)CCCCC(=O)OCC,-1.6795
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-7.6637
COP(=O)(OC)OC(C)=CC(=O)N(C)C,0.6249
[O-]C(=O)CCI,-0.43
[O-]C(=O)CC([O-])=O,0.8652
O=C1CSC(=S)N1,-1.7723
O=C1NC(=S)NC=C1,-2.2573
O=C1NC=CC=C1,1.0218
CC(=O)NCCO,0.9867
NC(=S)NNC(N)=S,-1.7965
[S-]C(=S)NCCNC([S-])=S,-0.1078
C1C[NH2+]CCN1,0.4112
CCCCCCOC(C)=O,-2.451
CCCCCC[NH2+]CCCCCC,-3.1574
CCCCOCCOCCOCCO,0.6855
ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,-5.2594
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.1528
[O-]C(=O)CC1(CC([O-])=O)OCOC1=O,-0.611
C[As](O)([O-])=O,0.3711
[O-]C(=O)CF,1.1077
CC(O)C([NH3+])C([O-])=O,0.067
OC(C(O)C([O-])=O)C([O-])=O,0.8236
CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(N)=O,-2.3525
NS(=O)(=O)C1=CC2=C(C=C1C(F)(F)F)N=C[N-]S2(=O)=O,-0.8186
N1C2=CC=CC=C2N=C1C1=CSC=N1,-3.6048
[O-]S(=O)(=O)OCCOC1=CC=C(Cl)C=C1Cl,-0.0601
OC1=CC(=CC(O)=C1O)C([O-])=O,-1.1552
CCOC1=CC=C(NC(N)=O)C=C1,-2.173
[O-]C(=O)CCC([O-])=O,0.0914
C#N,1.0436
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0.5433
NC1=NC(N)=C(OC2OC(CO)C(O)C(O)C2O)C(=O)N1,-1.4832
