ID,NAME,SMILES,SDi,Reference,EXTERNALID,CASRN,ARTICLEID,Temperature
CpId_12934,Isoxaflutole,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,7.071067811848996e-05,EPI Suite 2009,None,141112-29-0,A5643,20.0
CpId_12935,Sulfosulfuron,CCS(=O)(=O)C1=NC2=CC=CCN2C1S(=O)(=O)[N-]C(=O)Nc1nc(OC)cc(OC)n1,-1.0,EPI Suite 2009,None,141776-32-1,A5643,20.0
CpId_12936,Fluthiamide,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,7.071067811880398e-05,EPI Suite 2009,None,142459-58-3,A5643,25.0
CpId_12937,Bas 490F,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,0.0024999999999999467,EPI Suite 2009,None,143390-89-0,A5643,20.0
CpId_12938,Oxasulfuron,Cc1cc(C)nc(NC(=O)[N-]S(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,0.0,EPI Suite 2009,None,144651-06-9,A5643,25.0
CpId_12939,Methyl (1-(4-methyl)phenylsulfonyl) cyclopropane,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,0.00017320508075699685,EPI Suite 2009,None,145348-19-2,A5643,25.0
CpId_12940,Ethyl (1-(4-methyl)phenylsulfonyl) cyclopropane,CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,0.00023094010767608128,EPI Suite 2009,None,145348-20-5,A5643,25.0
CpId_12941,Isopropyl (1-(4-methyl)phenylsulfonyl) cycloprop,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CC2)cc1,0.0004242640687119167,EPI Suite 2009,None,145348-21-6,A5643,25.0
CpId_12942,Methyl (1-(4-chloro)phenylsulfonyl) cyclopropane,COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.0006608075867198941,EPI Suite 2009,None,145348-22-7,A5643,25.0
CpId_12943,Isopropyl (1-(4-chloro)phenylsulfonyl) cycloprop,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,5.773502691882802e-05,EPI Suite 2009,None,145348-23-8,A5643,25.0
CpId_12944,tert-Butyl (1-(4-chloro)phenylsulfonyl) cyclopro,CC(C)(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.00041231056256184627,EPI Suite 2009,None,145348-24-9,A5643,25.0
CpId_12945,Methyl (1-(4-bromo)phenylsulfonyl) cyclopropane,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CC1,0.00017320508075699685,EPI Suite 2009,None,145348-25-0,A5643,25.0
CpId_12946,Methyl (1-(4-nitro)phenylsulfonyl) cyclopropane,COC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,0.00017320508075674047,EPI Suite 2009,None,145348-26-1,A5643,25.0
CpId_12947,Isopropyl (1-(4-nitro)phenylsulfonyl) cyclopropa,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,0.0002886751345951657,EPI Suite 2009,None,145348-27-2,A5643,25.0
CpId_12949,CLORANSULAM,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12,0.0001414213562369799,EPI Suite 2009,None,147150-35-4,A5643,25.0
CpId_12950,D2341 (Bifenazate),COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,0.00028867513459465287,EPI Suite 2009,None,149877-41-8,A5643,20.0
CpId_12951,OXAZICLOMEFONE,CC1=C(c2ccccc2)C(=O)N(C(C)(C)c2cc(Cl)cc(Cl)c2)CO1,0.00017320508075648405,EPI Suite 2009,None,153197-14-9,A5643,20.0
CpId_12952,Etoxazole,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,0.00011547005383816883,EPI Suite 2009,None,153233-91-1,A5643,20.0
CpId_12953,Fluroxypyr-2-butoxy-1-methylethyl,CCCCOCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,0.01908149190533431,EPI Suite 2009,None,154486-27-8,A5643,20.0
CpId_12954,"2,3',4-Trichlorodiphenyl ether",Clc1cccc(Oc2ccc(Cl)cc2Cl)c1,0.0006608075867196814,EPI Suite 2009,None,155999-93-2,A5643,25.0
CpId_12955,"2,3,4'-Trichlorodiphenyl ether",Clc1ccc(Oc2cccc(Cl)c2Cl)cc1,5.773502691882802e-05,EPI Suite 2009,None,157683-71-1,A5643,25.0
CpId_12956,"2,4',6-Trichlorodiphenyl ether",Clc1ccc(Oc2c(Cl)cccc2Cl)cc1,0.0004123105625619181,EPI Suite 2009,None,157683-72-2,A5643,25.0
CpId_12957,FENTRAZAMIDE,CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1,5.773502691882802e-05,EPI Suite 2009,None,158237-07-1,A5643,20.0
CpId_12958,Isopropyl (1-(4-nitro)phenylsulfonyl) cyclobutan,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCC1,5.773502691882802e-05,EPI Suite 2009,None,160790-03-4,A5643,25.0
CpId_12959,Isopropyl (1-(4-nitro)phenylsulfonyl) cyclohexan,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCCCC1,0.0002309401076758249,EPI Suite 2009,None,160790-04-5,A5643,25.0
CpId_12960,Isopropyl (1-(4-nitro)phenylsulfonyl) cyclohepta,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCCCCC1,0.0004123105625615232,EPI Suite 2009,None,160790-05-6,A5643,25.0
CpId_12961,Me (1-(4-bromo)phenylsulfonyl) cyclobutane carbo,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCC1,0.0,EPI Suite 2009,None,160790-06-7,A5643,25.0
CpId_12962,Me (1-(4-bromo)phenylsulfonyl) cyclopentane carb,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCC1,0.0002309401076758249,EPI Suite 2009,None,160790-07-8,A5643,25.0
CpId_12963,Me (1-(4-bromo)phenylsulfonyl) cyclohexane carbo,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCCC1,0.000660807586720107,EPI Suite 2009,None,160790-08-9,A5643,25.0
CpId_12964,Me (1-(4-chloro)phenylsulfonyl) cyclobutane carb,COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCC1,0.00023094010767582486,EPI Suite 2009,None,160790-09-0,A5643,25.0
CpId_12965,Isopropyl (1-(4-chloro)phenylsulfonyl) cyclopent,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCC1,0.00011547005383816883,EPI Suite 2009,None,160790-10-3,A5643,25.0
CpId_12966,Isopropyl (1-(4-methyl)phenylsulfonyl) cyclobuta,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCC2)cc1,0.0010408329997331652,EPI Suite 2009,None,160790-13-6,A5643,25.0
CpId_12967,Ethyl (1-(4-methyl)phenylsulfonyl) cyclobutane c,CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCC1,0.00041231056256172067,EPI Suite 2009,None,160790-14-7,A5643,25.0
CpId_12968,Methyl (1-phenylsulfonyl) cyclobutane carboxylat,COC(=O)C1(S(=O)(=O)c2ccccc2)CCC1,0.00028867513459465287,EPI Suite 2009,None,160790-17-0,A5643,25.0
CpId_12969,Methyl (1-phenylsulfonyl) cyclopentane carboxyla,COC(=O)C1(S(=O)(=O)c2ccccc2)CCCC1,5.7735026919084416e-05,EPI Suite 2009,None,160790-18-1,A5643,25.0
CpId_12970,Methyl (1-phenylsulfonyl) cyclohexane carboxylat,COC(=O)C1(S(=O)(=O)c2ccccc2)CCCCC1,0.5000666755543705,EPI Suite 2009,None,160790-19-2,A5643,25.0
CpId_12971,ZXI 8901,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(Br)cc2)c1)c1ccc(OC(F)F)cc1,5.773502691882802e-05,EPI Suite 2009,None,160791-64-0,A5643,25.0
CpId_12972,RH-2485,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,0.0,EPI Suite 2009,None,161050-58-4,A5643,25.0
CpId_12973,"2,3,5-Trichlorodiphenyl ether",Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1,0.00046904157598257534,EPI Suite 2009,None,162853-24-9,A5643,25.0
CpId_12974,"2,3,6-Trichlorodiphenyl ether",Clc1ccc(Cl)c(Oc2ccccc2)c1Cl,5.773502691882802e-05,EPI Suite 2009,None,162853-25-0,A5643,25.0
CpId_12975,ISOPROPAZOL,CC(C)OC(=O)c1cc(-c2nn(C)c(C(F)(F)F)c2Br)c(F)cc1Cl,0.0002121320343560979,EPI Suite 2009,None,174514-07-9,A5643,20.0
CpId_12976,MB-599,CC#CCOC(C)c1ccc(OC)c(OC)c1,0.00011547005383816883,EPI Suite 2009,None,185676-84-0,A5643,25.0
CpId_12977,Ethyl 2-formamido (2-chlorophenyl) acrylate,CCOC(=O)C(=Cc1ccccc1Cl)NC=O,0.00035355339059307784,EPI Suite 2009,None,336111-17-2,A5643,25.0
CpId_12978,Ethyl 2-formamido-(furan-3-yl)acrylate,CCOC(=O)C(=Cc1ccoc1)NC=O,0.00017320508075699683,EPI Suite 2009,None,336111-18-3,A5643,25.0
CpId_12979,3-Pentyl nitrate,CCC(CC)O[N+](=O)[O-],-1.0,EPI Suite 2009,None,None,A5643,25.0
CpId_12980,5-Bromo-3-hydroxybenzaldehyde,O=Cc1cc(O)cc(Br)c1,0.0,EPI Suite 2009,None,None,A5643,25.0
CpId_12981,"Isopropropyl,4-formylphenoxyl acetate",CC(C)OC(=O)COc1ccc(C=O)cc1,-1.0,EPI Suite 2009,None,None,A5643,25.0
CpId_12982,1-(4-MePhSO2)-1-(iPrOCO)cyclopentane,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCCC2)cc1,7.071067811880398e-05,EPI Suite 2009,None,None,A5643,25.0
CpId_12983,1-(4-MePhSO2)-1-(MeOCO)cyclohexane,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCCCC1,0.0002121320343560979,EPI Suite 2009,None,None,A5643,25.0
CpId_12984,"1,4-diAm-2,3-diPhO-9,10-anthracenedione",Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,-1.0,EPI Suite 2009,None,None,A5643,25.0
CpId_12985,"1,4-diCL-2,3-diPhO-9,10-anthracenedione",Nc1c(Cl)c(Cl)c(N)c2c1C(=O)c1ccccc1C2=O,-1.0,EPI Suite 2009,None,None,A5643,25.0
CpId_12986,D5-azo Dye,COc1cc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c(N(CCOC(C)=O)CCOC(C)=O)c1,-1.0,EPI Suite 2009,None,None,A5643,25.0
CpId_12987,D6-Anthrquinone Dye,Nc1c(OC2C=CC(N3CCCCCC3=O)=CC2)cc(O)c2c1C(=O)c1ccccc1C2=O,-1.0,EPI Suite 2009,None,None,A5643,25.0
CpId_13001,None,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,-1.0,McLemore et al. 1990,None,989-51-5,A262,25.0
CpId_13002,None,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)C(O)C1O.[Na+].[Na+],-1.0,McLemore et al. 1990,None,987-65-5,A262,25.0
CpId_13003,None,Cc1ccccc1NC(=[NH2+])Nc1ccccc1C,-1.0,McLemore et al. 1990,None,97-39-2,A262,25.0
CpId_13004,None,CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1[NH+]1CCCC1,-1.0,McLemore et al. 1990,None,96744-75-1,A262,25.0
CpId_13005,None,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCSC)NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C([NH3+])C(C)C)C(C)O)C(C)C)C(C)O)C(C)C)C(N)=O,-1.0,McLemore et al. 1990,None,93755-85-2,A262,25.0
CpId_13006,None,CCN(CC)C(=O)C1(c2ccccc2)CC1C[NH3+],-1.0,McLemore et al. 1990,None,92623-85-3,A262,25.0
CpId_13008,None,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-1.0,McLemore et al. 1990,None,90357-06-5,A262,25.0
CpId_13009,None,COc1cc(N)c(Cl)cc1C(=O)NC1C[NH+]2CCC1CC2,-1.0,McLemore et al. 1990,None,90182-92-6,A262,25.0
CpId_13010,None,CCC(C)C(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(CCSC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CNC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(N)CCCCN)C(C)CC)C(C)C)C(=O)NC(CO)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)NC(CCSC)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(N)=O)c1ccc(OS(=O)(=O)[O-])cc1,-1.0,McLemore et al. 1990,None,9011-97-6,A262,25.0
CpId_13011,None,CCCCCCCCCCCCCCCCCC(=O)OCCO,-1.0,McLemore et al. 1990,None,9004-99-3,A262,25.0
CpId_13012,None,O=C(NC(c1ccccc1)C1CC1)OCCCc1cnc[nH]1,-1.0,McLemore et al. 1990,None,88161-22-2,A262,25.0
CpId_13013,None,O=C1CC2(CCCC2)CC(=O)N1CCCC[NH+]1CCN(c2nsc3ccccc23)CC1,-1.0,McLemore et al. 1990,None,87691-91-6,A262,25.0
CpId_13015,None,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,-1.0,McLemore et al. 1990,None,84449-90-1,A262,25.0
CpId_13016,None,COc1cc(CC(C)[NH3+])c(OC)cc1I,-1.0,McLemore et al. 1990,None,82830-44-2,A262,25.0
CpId_13018,None,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)C(OC(=O)c2ccc(C(=O)c3ccccc3)cc2)C1O,-1.0,McLemore et al. 1990,None,81790-82-1,A262,25.0
CpId_13019,None,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)[nH+]c(N)c2cc1OC,-1.0,McLemore et al. 1990,None,81403-80-7,A262,25.0
CpId_13020,None,[NH3+]C(CCCP(=O)([O-])O)C(=O)[O-],-1.0,McLemore et al. 1990,None,79055-68-8,A262,25.0
CpId_13024,None,CC([NH3+])Cc1c[nH+]c[nH]1,-1.0,McLemore et al. 1990,None,75614-87-8,A262,25.0
CpId_13025,None,O=C(CCC[NH+]1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,-1.0,McLemore et al. 1990,None,749-13-3,A262,25.0
CpId_13027,None,[NH3+]C(Cc1ccc(Cl)cc1)C(=O)[O-],-1.0,McLemore et al. 1990,None,7424-00-2,A262,25.0
CpId_13028,None,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)[nH+]c(N)c2cc1OC,-1.0,McLemore et al. 1990,None,74191-85-8,A262,25.0
CpId_13032,None,COc1ccc2[nH]cc(CCO)c2c1,-1.0,McLemore et al. 1990,None,712-09-4,A262,25.0
CpId_13033,None,Cc1cnc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,-1.0,McLemore et al. 1990,None,71125-38-7,A262,25.0
CpId_13034,None,Cc1cccc2c1OP(=O)(OCC1OC(N3CC(C=CBr)C(=O)NC3=O)CC1O)OC2,-1.0,McLemore et al. 1990,None,70226-07-2,A262,25.0
CpId_13035,None,COc1cccc(N2CC[NH2+]CC2)c1,-1.0,McLemore et al. 1990,None,6968-76-9,A262,25.0
CpId_13037,None,CCCC1(C(O)CC=CC2C(O)CC(=O)C2CCCCCCC(=O)OC)CCC1,-1.0,McLemore et al. 1990,None,69648-38-0,A262,25.0
CpId_13039,None,CCC(=C(c1ccc(O)cc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1,-1.0,McLemore et al. 1990,None,68047-06-3,A262,25.0
CpId_13040,None,COc1cc([N+](=O)[O-])c(OC)cc1CC(C)[NH3+],-1.0,McLemore et al. 1990,None,67460-68-8,A262,25.0
CpId_13041,None,Nc1[nH+]ccc2c1ncn2C1OC(CO)C(O)C1O,-1.0,McLemore et al. 1990,None,6736-58-9,A262,25.0
CpId_13043,None,CCCN1CCOC2c3cc(O)ccc3SCC21,-1.0,McLemore et al. 1990,None,64638-09-1,A262,25.0
CpId_13044,None,O=C([O-])c1cc(I)cc(I)c1O.[Li+],-1.0,McLemore et al. 1990,None,64638-08-0,A262,25.0
CpId_13045,None,CCCCC(=O)Oc1ccccc1C(=O)[O-],-1.0,McLemore et al. 1990,None,64206-54-8,A262,25.0
CpId_13046,None,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,-1.0,McLemore et al. 1990,None,641571-10-0,A262,25.0
CpId_13047,None,OCCN1CC[NH+](CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,-1.0,McLemore et al. 1990,None,633-59-0,A262,25.0
CpId_13048,None,CCC[NH+](CCC)C1CCc2cc(O)c(O)cc2C1,-1.0,McLemore et al. 1990,None,62421-17-4,A262,25.0
CpId_13049,None,C[NH+](C)CCc1c[nH]c2ccccc12,-1.0,McLemore et al. 1990,None,61-50-7,A262,25.0
CpId_13051,None,C[NH+]1CCC23CCCCC2C1Cc1ccc(O)cc13,2.173272020773729,McLemore et al. 1990,None,5985-38-6,A262,25.0
CpId_13052,None,Brc1c(NC2=[NH+]CCN2)ccc2nccnc12,-1.0,McLemore et al. 1990,None,59803-98-4,A262,25.0
CpId_13055,None,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,-1.0,McLemore et al. 1990,None,59122-46-2,A262,25.0
CpId_13056,None,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],-1.0,McLemore et al. 1990,None,58822-25-6,A262,25.0
CpId_13057,None,CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],-1.0,McLemore et al. 1990,None,58569-55-4,A262,25.0
CpId_13058,None,CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1,-1.0,McLemore et al. 1990,None,58-14-0,A262,25.0
CpId_13059,None,C[NH2+]CCC(Oc1ccccc1OC)c1ccccc1,-1.0,McLemore et al. 1990,None,57754-86-6,A262,25.0
CpId_13060,None,C=CC[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-1.0,McLemore et al. 1990,None,57-29-4,A262,25.0
CpId_13061,None,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN1CC[NH+](C)CC1)c1ccccc1S2,-1.0,McLemore et al. 1990,None,5591-45-7,A262,25.0
CpId_13063,None,C1COC(NC(C2CC2)C2CC2)=[NH+]1,-1.0,McLemore et al. 1990,None,54187-04-1,A262,25.0
CpId_13065,None,C[NH2+]C1CCC(c2ccccc2)c2ccccc21,-1.0,McLemore et al. 1990,None,52760-47-1,A262,25.0
CpId_13066,None,CC(C)(C)[NH2+]CC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,-1.0,McLemore et al. 1990,None,52560-77-7,A262,25.0
CpId_13067,None,[NH3+]CCc1c[nH]c2cc(O)c(O)cc12,-1.0,McLemore et al. 1990,None,5090-36-8,A262,25.0
CpId_13069,None,C[NH+](C)CCc1c[nH]c2ccc(O)cc12,-1.0,McLemore et al. 1990,None,487-93-4,A262,25.0
CpId_13071,None,CSc1nc(N)c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)C(O)C3O)c2n1,-1.0,McLemore et al. 1990,None,43170-89-4,A262,25.0
CpId_13072,None,OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O,-1.0,McLemore et al. 1990,None,41552-82-3,A262,25.0
CpId_13074,None,COCCOCCl,-1.0,McLemore et al. 1990,None,3970-21-6,A262,25.0
CpId_13075,None,Cc1ccccc1N1CC[NH2+]CC1,-1.0,McLemore et al. 1990,None,39512-51-1,A262,25.0
CpId_13076,None,CC([NH3+])C(=O)NCC(=O)NC1CSSCC(C(=O)[O-])NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCC[NH3+])NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCC[NH3+])NC1=O,0.2061825644728962,McLemore et al. 1990,None,38916-34-6,A262,25.0
CpId_13078,None,CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCC[NH3+])NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCC[NH3+])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(CO)NC(=O)C(N)Cc1c[nH]cn1)C(C)C)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)[O-],-1.0,McLemore et al. 1990,None,37221-79-7,A262,25.0
CpId_13079,None,NC(=O)C(=Cc1ccc([N+](=O)[O-])o1)c1ccco1,-1.0,McLemore et al. 1990,None,3688-53-7,A262,25.0
CpId_13080,None,Cc1cn(C2CC(O)C(COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,-1.0,McLemore et al. 1990,None,365-07-1,A262,25.0
CpId_13081,None,Cn1c(-c2cscn2)nc2ccccc21,-1.0,McLemore et al. 1990,None,32594-70-0,A262,25.0
CpId_13082,None,CC[NH2+]C(C)Cc1cccc(C(F)(F)F)c1,-1.0,McLemore et al. 1990,None,3239-45-0,A262,25.0
CpId_13083,None,COc1cc(CC(C)[NH3+])c(OC)cc1Br,-1.0,McLemore et al. 1990,None,32156-26-6,A262,25.0
CpId_13085,None,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCC[NH+]=C(N)N)NC(=O)CNC(=O)C1CCC(=O)N1)C(C)O)C(C)C)C(N)=O,-1.0,McLemore et al. 1990,None,31078-12-3,A262,25.0
CpId_13087,None,COc1ccc(OC)c(CC(C)[NH3+])c1,-1.0,McLemore et al. 1990,None,2801-68-5,A262,25.0
CpId_13088,None,CSCCC(NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCSC)NC(=O)C(CC(=O)[O-])NC(=O)C(Cc1ccccc1)N[NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)C(=O)C([NH3+])CC(=O)[O-],-1.0,McLemore et al. 1990,None,25679-24-7,A262,25.0
CpId_13090,None,COC1CC=C2CC[NH+]3CCC4=C(CC(=O)OC4)C23C1,-1.0,McLemore et al. 1990,None,23255-54-1,A262,25.0
CpId_13091,None,CC(C)(C)c1cc(C=CC(=O)[O-])cc(C(C)(C)C)c1O,-1.0,McLemore et al. 1990,None,221243-82-9,A262,25.0
CpId_13092,None,CCc1cc(OC)c(CC(C)[NH3+])cc1OC,-1.0,McLemore et al. 1990,None,22004-32-6,A262,25.0
CpId_13093,None,CC(C)C(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,-1.0,McLemore et al. 1990,None,212844-53-6,A262,25.0
CpId_13094,None,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.7737953615895714,McLemore et al. 1990,None,21256-18-8,A262,25.0
CpId_13095,None,COc1ccc(OC)c(C(O)C(C)[NH2+]C(C)(C)C)c1,-1.0,McLemore et al. 1990,None,1937-89-9,A262,25.0
CpId_13096,None,COC(=O)Nc1ccc(Cl)c(Cl)c1,-1.0,McLemore et al. 1990,None,1918-18-9,A262,25.0
CpId_13097,None,Nc1[nH]c(=O)nc2c1ncn2C1OC(CO)C(O)C1O,-1.0,McLemore et al. 1990,None,1818-71-9,A262,25.0
CpId_13098,None,CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,-1.0,McLemore et al. 1990,None,18016-80-3,A262,25.0
CpId_13101,None,COc1cc(CC[NH3+])ccc1O,-1.0,McLemore et al. 1990,None,1477-68-5,A262,25.0
CpId_13102,None,C[NH+]1C2CCC1C(C(=O)Oc1ccccc1)C(c1ccc(I)cc1)C2,-1.0,McLemore et al. 1990,None,146145-22-4,A262,25.0
CpId_13103,None,CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)[O-],-1.0,McLemore et al. 1990,None,14375-45-2,A262,25.0
CpId_13104,None,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CC[NH+]1CC1CC1)C2O5,-1.0,McLemore et al. 1990,None,14357-78-9,A262,25.0
CpId_13106,None,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,-1.0,McLemore et al. 1990,None,13956-29-1,A262,25.0
CpId_13107,None,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1,-1.0,McLemore et al. 1990,None,137281-23-3,A262,25.0
CpId_13108,None,Nc1[nH]c(CCNC(=O)C(Cc2cc(Br)c(OCCC[NH3+])c(Br)c2)=NO)c[nH+]1,-1.0,McLemore et al. 1990,None,134850-51-4,A262,25.0
CpId_13112,None,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,-1.0,McLemore et al. 1990,None,130209-82-4,A262,25.0
